"transition","avg_count","sd_count","avg_age","sd_age"
"1,4",828.95,174.142538563597,8.91461667172258,13.3820397101004
"3,5",5.29,2.4465807928122,9.59286419145969,13.684762502999
"4,1",812.15,170.853612986987,8.90996398350684,13.382278295273
"4,5",18.27,5.35007788105307,8.71898356671823,12.9216794931106
"5,1",14.78,2.72504285945351,9.83131037605433,14.1085263564685
"5,2",1,0,6.67584194558443,1.33946990379394
"5,3",4.98,1.42828568570857,10.5969734846933,13.697792696218
