"transition","avg_count","sd_count","avg_age","sd_age"
"0|0,1|0",25.81,4.28927485571615,9.76024680574794,13.3802722167628
"0|1,1|1",3.61,3.17151144542864,9.58897880445134,13.8191242005769
"1|0,0|0",30.09,6.41194434653252,8.58743294903665,12.6518455558552
"1|0,1|1",507.8,86.7720804141167,8.66182803202225,12.8872416967074
"1|1,0|1",3.27,1.65055852193839,10.1683833975799,14.4986360700964
"1|1,1|0",511.77,89.8850955611686,8.61222472459511,12.8503589876136
